brief_id,model,language,node1_pass,node1_score,node1_short_circuit,node2_pass,node2_score,node2_skipped,node3_pass,node3_score,node3_skipped,node4_pass,node4_score,node4_skipped,node4_skipped_reason,node4_clcg_interpretable,node5_pass,node5_score,compliance_score,failure_diagnosis,compliant,output_path
MB044,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2,False,,True,True,0.604,0.3504,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB044_seed42.png
MB091,flux,es,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6131,0.3113,[MB091] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\es\MB091_seed42.png
MB062,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.9619,[MB062] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB062_seed42.png
MB023,sd15,de,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5959,0.1596,[MB023] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB023_seed42.png
MB048,sd15,de,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6116,0.7612,[MB048] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\de\MB048_seed42.png
MB012,sd15,es,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5941,0.5594,[MB012] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB012_seed42.png
MB029,sd15,es,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6092,0.7609,[MB029] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\es\MB029_seed42.png
MB008,flux,es,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6006,0.8419,[MB008] NON-COMPLIANT — Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\es\MB008_seed42.png
MB068,sd15,fr,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5942,0.1594,[MB068] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB068_seed42.png
MB051,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5873,0.3087,[MB051] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB051_seed42.png
MB101,flux,fr,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2222,False,,True,True,0.6129,0.3557,[MB101] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB101_seed42.png
MB014,flux,es,True,1.0,False,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6192,0.6619,[MB014] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\es\MB014_seed42.png
MB098,sd15,es,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6043,0.3104,[MB098] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\es\MB098_seed42.png
MB068,flux,de,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6035,0.1604,[MB068] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB068_seed42.png
MB137,sd15,fr,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5973,0.7597,[MB137] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB137_seed42.png
MB047,flux,es,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.612,0.5612,[MB047] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\es\MB047_seed42.png
